text,label
I don't like studying grammar or that kind of stuff...,1
It's about 4 meters long.,0
The ideal leader type I think is the leader who can understand followers’ mind and change it.,0
I read it as Japanese edition in my high school days.,0
My life got in disorder after someone got into my heart some days ago.,1
I get scalp professionally clean.,0
This means they die easily at cold climate.,0
I will come here every day if I have time!,1
"At the present time, nine people died.",0
"Nowadays, I feel worried about looking for a job because of the bad economy.",1
I like the natural but it's my home town.,1
Uraja means' It's a fiend( an ogre).゙,1
I went to the hydrangea garden with Mizuno and Saki two months ago.,1
"For exsample house, car, people, even shoppingcart!",0
1 food+ entertainment=$ 347.45,1
Sep 27th,0
Do you know manner of towel at a hotel?,0
Water 180cc,0
I already mentioned in my profile page that I can't access to this site in daytime.,0
I hope you acquire the skill which will be desired in years to come.,1
"There were a lot of pretty cakes and cookies and when I tasted it, it was really sweet.",0
The driver sent me to mauritius airline service center.,0
But a human voice is softer than a buzzer.,1
Maybe I will stay in Australia about 2 years.,1
"Oh, it's surprise!",0
so I wanna walk around a parking or any place:),0
I am a Japanese student and 18 years old.,1
Short Trip2,0
I was tired of keeping those things become like real things.,1
"I can't stand one of my friend always says,"" I am dumb.""",0
I liked her by end of Junior high school.,0
"Now, I am staying at my friend's house in Fort Worth, Texas.",1
I got a really sweet order a couple of days ago.,1
"Here, I introduce a website, called"" Japanese in Anmime&Manga""",0
We went to see the tiger after meeting.,0
"On the same day, the forecast said Typhoon No.",1
"Always some problems come out, and also have to do double check.",0
"I was awfully lack of time, I had only 4 hours to study 70 questions.",0
And second game is this Saturday.,0
Suddenly I saw unexpected thing.,0
I introduce a little bit of who I am.,0
"currently, I am workin at cardiac and vascular center in samsung medical center.",0
This dish has a different recipe in each home and each area.,1
"Do you know a play is called"" Am I right?""",0
"Perhaps It's because American doesn't rain a lot, I guess.",0
"Then with whom, or better which man, had he fallen in love?",1
I'm looking forward to come a lunch time everyday!,0
So I couldn't find a basketball coach.,1
"Everybody was talking about it, so his attitude was so cute.",1
3 white cats climbed out of the jar.,1
I think their performance was great but there is almost nothing in the story to impress people.,1
One of the teacher is Japanese who used to live in London for 10 years over.,0
And smell of burning filled our classroom.,0
Please tell me the new year's custom of your country.,0
"I know it was special, now it is normal.",1
i usually do nt listen to hip hop,0
I was in hurry.,0
So it's important using the same language with each other.,0
I must play solo part and practice longer...,0
"As of now, 14:50(3:50 Japan time), the yen/ dollar exchange ratio is 76.965~77.05 yen/ dollar.",1
You can make plans about what you learn in advance.,0
Do you have a dislike of things?,1
after that i m going to meet another friends to rent some DVD at video shop.,0
"Now, I am an expert at gratining spaghetti with seafood.",1
I can't see her anymore even I want it.,0
"If I go to study at a graduate school, what should I choose for my major?",1
"Once he published his work, Many Japanese hysterically rushes to bookstores to get his book.",0
I don't know nothing.,0
"fussy said, when he is on the bus, he saw the expression that chinese people saw the news.",0
"In one of the tournaments I was a sub, and that was a doubles match.",1
One thing for sure I enjoy his companion.,0
"of course I am interesting new model of mobile phone, car, electornic device and so on",0
"If you feel something wrong with me,",1
I am play baseball with my friend today.,0
"After she had been training in Switzerland for a long time, she got married to a chef.",1
"I like to bake cookies, breads, cakes, so on.",0
It's a misunderstanding!,1
we often confuse each other when teacher call our name.,0
"Although he couldn't accept my opinions at first, I tried it again and again.",1
I work as manager in advertising agency.,0
"★ I wouldn't like to visit Chainese contryside, because the food, bathroom are terrible.",0
"Until now, I avoided reading his books.",0
Human relationships are so important.,1
A child being neglected is different from physically abused.,0
How did you spend your school life?,1
So I have to make a graduation thesis.,0
preparation for philosophy class..,1
I think this article is a little exaggerated.,1
"But, one day, I heard that he had broken up with his girlfriend suddenly.",1
Today I had good time.,0
Maybe it is because of bad economy.,0
"But eating too much will really make you fat, and I only just lost 4 pounds!!!!!!",1
Suddenly my cell phone did n’t work and I could n’t catch the host family’s call.,1
I'm already a little bit scared of it:D,1
The story was good and it was interesting for long- year fan.,0
Because I feel I don't have strong progress for the IELTS exam.,0
to state of few birth and few death.,0
"I said this is my first post but I say honestly, This is not first.",0
How long is earthquake going to go on in Japan??,0
Have you ever heard Japanese sushi??,0
"In my view, English is not",1
to face that you left with disappoint,0
It is very beutiful movie.,0
"Before I applied to join in JICA volunteer, I have watched the tree on TV in Japan.",0
It is only one trading unit of share I hold.,0
You can this conversation in your life.,0
I want to be careful of alcoholism.,1
"My head isn't cool yet, but I write this dialy because I can have my time finaly.",0
Is there someone good at math can teach me?,0
"Tommorow, I will wash my car with my senior daughter for purpose of short trip.",0
Why are they described so mean??,0
I have two part time jobs at station near my house and major publishing company.,0
"Today, I have meeting about iPhone application of AR(Augmented reality).",0
"However, in the rush hour, the train is packed with many people.",1
no one rent it...,0
"At first I learned to cook from my mother, but I had a quarrel with my mother.",1
"So, I want to hear voice of US people.",0
Now I'm listening to a radio programme.,1
A lot of Japanese people are said to have little interest in religion.,1
I do nt need English schoool I thought...,0
In Japan we have another ceremony on the previous night.,1
I could booked next appointment anytime I wanted that made me guess this dentist is not popular.,0
pratice my language.,0
"The theme is"" An unforgettable event in my life.""",1
I'm Biomedical Electronics engineer but currently I'm work as insurance agent.,0
"At the hotel, I met a man who was introduced by my friend in India.",0
Appreciating you reading my articles.,1
That world doesn't seem like any world that one could imagine.,1
I am a law school student in second year.,0
"Prepositions is most important thing in English grammar,",0
"But, people's character is different.",0
I couldn't get involved with them because I couldn't see what they said.,1
i didn't write any words for quite a long time since i left here.,0
"When she looked there, then Nana was growing weak because it has bulled by birds.",0
non- gas with a big size bottle....,1
"The holidays are called"" Silver week""",0
"When they someday have a job, they will know they have to work hard to get more prizes.",1
The other day I will speak about drivers at roundabouts...,1
' Catechin' has action that burn fat.,0
Another point at issue became the idea that the whole film was the dream of Kobb.,1
It was tired in my winter.,0
How did you learn English or the other languages?,1
"But, many countries help us.",1
A few days ago I went hiking.,1
I have to write about my feeling in bomb dome on the report.,0
( Did I write it correctly?),1
"However, it seemed that I had pretended to like watching films for a long time.",1
Because it is limited to what one person can see in the world and field.,1
I ate Melon bread.,0
I'd like to share a story that tells me what moral is with you.,0
"After changing password, I can use my PC now.",0
"There is a peculiar expression in the Japanese language, which is a repeated onomatopoeic word.",1
I could not understand what had happened at that time.,1
"This company has brought me so many memories, no matter good or bad.",0
"Sincerely, I'm having a hectic time of my entrance examination.",0
Total 20 groups danced joyfully and stylishly.,0
I'll do my best to appeal to what I can do for them.,1
The game name is ABC.,0
"But, I am the one of people who praise him for winning the honorable prize",0
I love vegetables☆,1
Let's greet Jesus Christ to his Birthday and remind everything he has done to mankind.,0
"I really love it because I can slept with my lovely bestfriend, even only on a chair!",0
What defines humanity is skills we obtain through our lives.,0
But we really like her attitude towards drums.,1
I cooked Hamburger for me.,0
thank you for reading,0
Somehow my teacher didn't talk the cause.,0
I've used my PC for almost 6 years and the spec of the PC is a little bit outdated.,1
"Secondly, to tell the truth, English people don't understand everything in the world.",1
"At 6 pm, we began cooking our dinner.",1
"Whereas, repeating the same words such as"" because"" or"" is"" annoys me terribly.",1
I have bad habit to set the alarm off whenever it buzzes in the morning.,0
Thank you for correcting my English!,1
＜Building of the community＞,0
I like this process where two dimensional paper becomes a three dimensional object.,1
So cost of commercial message is very high too.,0
I am a member of the ice hockey team.,1
They were having been quietly chewing grass when a giant asteroid went down.,1
6) We rarely get out of your eyes.,1
"For me, I think health and a peaceful day are the happiness of my life.",1
I thought her room had more make- up and a larger keep space and comfortable in the room.,1
"Guys, have you made your plan for this year?",1
I think about jokes that makes a crazy person( somebody say fool) in eyes other people.,0
Vienna is full of heritage of the Hapsburgs.,0
"(= Please leave us alone, but I think depends on context.",0
I had never eaten those meats until the day before yesterday.,1
"Recently I read a book called"" Why are guys dumped by women suddenly?""",1
A variety of support from around the Japan and the world have encouraged to disaster areas.,0
I want to watch early and know the latest story.,1
They give us accessory and key ring in return.,0
So please respond to it here or as a message to my inbox if you have free time.,0
but it was limited to the people who live in the most damaged areas.,1
"Until now, I have been very busy because of school exams, volleyball, a part- time job and so on.",1
"Please see the movie"" MOON"" if there is a chance.",1
It was a very happy time for me.,1
"If you have any good advice to continue to write diary, please let me know~",0
( I leave out the translation because it's same as lyrics in Part 1),0
"ware melted cheese, We dipped it some vegetable and meat.",0
"And This is what my professor said before start,",0
Some of you may know the attitude towards customer in Japan is...,0
I get tired every day.,1
"I've just find this site by a twitter's post, and now I trying.",0
"If they did n’t get an education, they might exist as a human.",0
"And then, they pick up one word as No.1 popular word in the year among them.",0
"When I made this examination, I hoped the students to get at least half marks.",0
It seemed as if I had forgotten everything I knew.,1
I think its Japanese words are hard to understand for foreign people living in Japan.,1
"Anyway, why do the human want sweet ater exercised hard?",0
And he asked me if I'm seeing anyone.,0
I noticed that I have forgotten many words.,1
Obon is the summer vacation of the companies.,1
"She had told me she used to be a princess in China, but everything was done by her now.",1
They write in their leaflets that the bus is left from the hotel to city for free every day.,0
I always become cheerful to listen to her songs.,0
Recently I met two Japanese females who are infamous and stupid on TV.,1
I know that promises are important.,1
Is there nobody can check my diary?,0
But the next World Cup is in Brazil!!,1
I thought the reason that I was attracted to Thai,1
It's almost the middle of December!,1
I think that they should learn and discuss about death since when the Bhutanese are child.,0
I've read the English newspaper every morning since last February.,1
I sometimes thought I would rather threw everything when I did packing.,0
I enjoyed with my family and four people of my team.,0
"→""He is good at sing like an ogre(means awesome person)""",0
But I found we needed people who could rescue safely.,1
It is said that the human body clock is 25 hours.,1
When I went to teachers room because I have something to say,0
So we don't have to spend time with family.,1
"Perhaps, have you ever thought who make these configuration's knot?",0
"And if you look for someone who is in the Tohoku region of Japan,",1
I haven't written a diary for a long time.,1
i woke up at 11:00am.,0
"Please reply to this message, and I want to talk to you.",1
"By then I haven't ask girls out, because I didn't fall in love, I liked though.",0
"Now, I am watching TV about Pyramid in Egypt with my hasband.",0
"It is not so, of course. It all depends on the person...",1
It was 1:35 a.m. and it would be my son's school sports day the next day.,1
"Hi, please help to translate below statement in Chinese:",0
I am very surprised to hear this news.,1
Skins Unseen( 1 x 01),1
I work for EFMC as an engineer in the technical support team.,1
"If everyone who donates used this service, we would become the majority.",1
"Before long, they will enter a critical phase.",1
Instead of that we just being polite to you,0
1 drown one'S sorrows in drink,0
My answer→ Your advice helped me a lot!,1
"Also, they are noted for the longevity of their people.",1
And the N 1 H 1 will not be as much danger than now!!,1
"Today, my university finiished first semester.",0
"When I went to the rental shop, I was shocked to see there were a lot of series of Friends.",1
Sep 27 th.,1
"in a word, today was pretty excited!!!!!!!!!:D",0
That morning the alarm made big noise and I turned it off.,0
I’d like to propose a new game which anyone can join to play.,0
The kindle is not so popular in Japan.,1
in a email,0
"Without it, the work might not forward.",0
It is superstition that I believed in my childhood.,0
I may try to start the difficult thing.,0
Singing and surfing the internet is my favorite.,0
"Soviet union was broken in 1991 and I was born in 1988, but I don't remember Soviet union.",0
I recently move to new company.,0
Maximum temperature doesn't go up until 30 degrees.,0
This gallery is a renovation of an old Japanese bath house.,1
mass media also did opposite campaign.,0
they were separated in 3 leagues.,0
"I think If I keep diary for 3 month, My Englishe will get better...",0
Please leave yur best wish behind.,0
Today my coworker invited me his orchestra cocert in Feb 22th.,0
It lives in our minds truely.,1
"Please suppose you see someone apparently depressed, and you are trying to cheer the one up.",0
"This is an extreme example. However, a player can play a game like that( with pains).",1
We can feel parent's feeling that he want the soap bubbles(his daughter),0
"Because modesty is a virtue Japanese value, so they can not agree with it.",0
"I am not familiar with Japanese Starbuck, I think I went there at most two or three times.",0
"Coz, first, the workplace is so far for me.",1
When you use Chinses charactered words it sounds not casual.,0
• I'm very worried that people who have a lot of debts will commit suicide.,1
"About 2 years ago, I've stayed in UK for 10 months to study English.",0
I met new friend from Singapore today.,0
"Now, I made up my mind to pursue my dream.",0
Could you learn some Japanese phrases from this video?,1
"Anyway, I want to go out more during summer holiday:3",0
How does we get a marriage line successfully?,0
"He, an Okinawan guy, was on his way to a Coming of Age Ceremony.",1
Because in front of this stone there is another stone like a mirror.,1
"For example, my phone can pay money.",0
I've always wanted a puppy. Mother promised me one this week.,1
Just first two sentences are Chinese.,0
I also want to be free from my black swan in my mind.,1
I never put it in the City- Centre anymore.,1
We exchanged easy conversation each other.,0
"For instance, the function as preventing tooth decay, as protecting our body from virus.",0
One of because I fear mistakes.,1
We are usually called' Company couple',1
"Yesterday, I drank with my friend and stayed in her room.",1
Anyway I find some way to keep me from being a lazy girl.,0
I am getting rid of this leather jacket because it's worn out at the elbows.,1
The threatening story makes us get a chill.,1
"I could make it before school started, then my teacher praised me for my creativity.",0
This is because they always has a smile on their face when she is with others.,0
"I'm working at a supermarket, and recently often see foreign customers.",0
Company should consider employees welfare.,0
"What i like to mention first is the campus in 1985,which can be divided into three parts.",0
It is rainy day today.,0
I think one of the reasons is the English problem.,1
"Everyone should have love, love father、mother、sister、brother and your lover.",0
American people shake hands more often than Japanese.,0
I do n’t mind even if results are bad.,0
What it is that each of us get one card that is either black or red.,0
"Even though there a lot of task to do, I‘ll do my best for my friend.",0
I'm really give up on myself T^T,0
Christmas is just around the corner.,1
I walked to the hose and I found the key in floor.,0
Please read my diary and correct my grammar.,1
That raised publicity of the festival.,0
even though the TV is using a storage battery.,1
"The first way is reading books, especially Manga.",1
"However, I worry about overusing internet.",0
"Today, It was very heavy rain in Mie prefecture.",0
Of course your help supports my motivation.,1
March 26th,0
I'll make some chocolate muffins for my friends!,1
"During exam period, I don't have any work.",0
"These days, I'm too busy to care Punka.",0
I didn't think that the worst thing would be not a hot climate.,0
I felt the breads delicious which I ate as went back home.,0
My routine is reading and listening to the English NEWS site at a rate of only one journal a day.,1
"Although I wanted to speak a lot, there was nobody who I wanted to chat to.",1
I can barely read and write English but I can't saarcely speak it.,0
I think I am getting enough vitamin C for my crystal lens.,1
He is a nice guy.,1
Climate change might be causing this strange phenomenon.,1
We cheered the same as them.,1
Taking a walk with my dog in rain,0
It's a cloudy morning.,1
Spring is warm with cherry blossoms in full bloom.,1
"Sometimes, when I feel upset, I like to go shopping.",1
"Obviously, it's not a ninjutsu or anything, but a product of science and technology.",1
"So, I decided to control my Budjet by checking my expenses by iPod app.",0
It is necessary to have qualifications to operate a travel agency in Japan.,1
To make a video is also hard for us.,1
I prayed that Ueda and Shoon would be on the same stage in the summer holiday.,1
Do you have tips for us? Which city do you recommend?,1
"So, I downloaded them.",1
"Maybe you could say"" No cell phone, No life"".",1
Yet the fact is the iphone 4 gets the lion share of Taiwanese smartphone market.,0
I spent all the day in students' hostel.,0
I like players who treat the ball like her.,1
and I'm 27 years old.,1
"But, I'm bored in studying.",0
Some things which I did n’t know about America were very stimulating.,1
How far is this economy going to get worse?,0
Is this right attitude or not?,0
"Time is 0:23 but I still don`t want to sleep, I know it is not very kind of my health.",0
"For example watch, cosmetics, T- shuts etc.""",0
"I went to an exhibition by NASA that was held in Tokyo, when I was a kid.",1
"Before finishing the auction, we started to join.",0
I am tired and exhausted because I taken an exam of Toefl ibt as three times.,0
"From the day I bought that, I read these books almost everyday.",0
"And I find I can express fluently, I don't feel nervous when I open my mouse.",0
Due to this downgrade Japanese Yen will be stronger.,0
"I don't hanve to go HK again, because It has an interview in Japan.",0
Today's diary is about my hobbies.,1
I am afraid of English and I couldn't stand to see lots of English words.,1
and then Children enjoyd gathering.,0
"Connie and I are his friends, so we went to a restaurant and had lunch.",1
"Technology brings us a lot of benefits, but sometimes it can be a burden on life, I think.",1
"So I had a conclusion that litte silver was slim, but I was thiner and weaker than it.",0
Lang-8 is good for study English.,0
The movie I want to watch now is Transformer 3 dark side of the moon.,1
That's because the structure of grammar is far from English.,0
Nothing special for most ppls of the world.,0
Because my motorcycle needed to be repaired.,1
The finished product was really delicious!!,1
Let people who despise me for my poor English skills know me again.,1
So I hope It will fine tomorrow.,0
I can't wait and am so excited!!!,1
"I'm afraid to be late the report, but the baby was born safety in April 14th.",0
The daily life of common people in the era is also very interesting.,0
"Also, my new peers are very excellent.",0
I decided to get them at an auction.,1
Does this fall into the copyright or a design right?,1
"One day, the player's plane crashed into the sea, and he arrived at an underwater utopia, Rapture.",1
The book arrived at the company today.,1
Moscow is the capital of Russia.,1
"Please, I want you to be my pen pal!!",1
I have already arrived at my English speaking class.,1
Those ways which are available for me,1
Many people that I met in the USA celebrated my b- day and gave me a wonderful time!!!!,1
But he was in very good condition.,1
Do you have any plan in Christmas day?,0
"And now I'm getting older, but I'd love to see Chris Martin ten years from now.",1
"I like all of music, art, taking pictures and travelling the world!",1
I was very good memories!,0
"But in China, it updates very slowly, so I have to wait for a long time to see the next one.",1
A period time I could did it for about a month.,0
And when we were high school students we almost spent all of our free time with each other.,0
Recently I often think about where we should visit and what we eat in Bhutan.,0
Stop pretending to your friends as if someone's after you cause truth is?,0
"it seems to be rain tomorrow, too.",0
This is an idiom in Japan.,1
The system of catalogue gift is as bellow;,0
Working as usual and having a good normal day.,1
It is beautiful day!!,0
You can not put back things which have already been done.,1
"I played hard a couple days, so now I'm working hard.",0
so i thought my eg was improving more and more(but its a little bit though lol),0
"Today is weekday, so people made a blood donation are few.",0
I think that he was not the worse person that the parents consider.,1
14 months left from when I came to England.,1
Some Japanese spend the day with their friends or a boyfriend/ girlfriend.,1
I want to send a function request to the administration of this site.,1
"All of you have to clean it in one day."" It is so ridiculous!",1
"If you correct my diary, I would become very happy.",0
We dip it in a broth and eat it!,1
"I am actually confused by the use of"" have been"" or"" since"".",1
"In fact I don't know how to speak Chinese, but I would love to learn.",1
I want to stop this work...,1
It seems that Internet is changing.,0
Today's April 13 rd.,1
"Maybe they hesitate to talk to each other because of the"" language barrier"".",1
It has been almost seven years that I left home.,0
Everything may be the largest value at present but it will not have any value in the future.,1
It was a wonderful time for me.,1
Session is very difficult but very interesting.,0
"However, it is sometimes effective to control mind.",0
a good time with my son and kindergarteners,0
"Well, I will return work.",0
John Petrucci's performance is the highlight!,1
just send me a e- mail.,0
Last month I was busy with a lot of homework and tests.,1
He has barriers. We need to help him!,1
Today was briefing session of my team.,0
"Before I started, I decided on a target time.",1
I learned its rule from some example sentences.,1
"Second, he instructed our choir in music.",1
"A few days ago, I watched a TV program which was about him and the visual effects of"" 2012"".",1
I haven't known the festival before my friend invited me to it.,0
"Just listened some music, watched TV, did housework and cooked...",0
ChangePlatform 922 SH to iPhone 3 GS.,1
We'll go out to eat Indonesian food.,1
I know that one of them already knows the whole situation but they pretend to ignore me.,1
I bought a telescope last year and am hoping my mom will want to have a look at the moon through it.,1
I remind that I spend stupid times with them NOT significant times.,0
More than two hundred teams participated in the festival.,1
I put some snacks and a small amount of money in it.,1
I took the TOEIC test the day before yesterday.,1
I realized Chinese customs are the same as Japanese.,1
I'm in a quandary about what I want to do.,1
I drank with my teachers and friends yesterday.,1
"I don't know who will read this, but I'll keep it updated as often as possible.",1
"It is also hot day, today.",0
I was sick for several days so I can't write anything,0
"Example, the word"" water"" doesn't have the"" s"" plural.",1
Red color has the power to change feelings.,1
Hi everone.,0
"We had trouble all day long today, but lucky us!",0
"non Japanese people:""It is impossible making resume by handwriting.""",0
It was fine day but wind was sometimes blowing.,0
"When we saw each other, we were both surprised.",1
"In addition, only three Japanese vowels are same with Chinese vowels.",0
I think my best personality is a very careful personality.,1
The reason is that some of my friends have become sufferers of it.,1
"Recently, we have doubts about importance of some undertakings of JICA.",0
"Hence, some people ridicule that it is love without the feeling in the heart.",1
So I play the guitar once in a while.,1
This leads to that it is possible to cook their daily meal together with friends.,0
I'm going to try to write my diary every day in English.,1
I am going to do some special training tonight.,1
Do you want to be the president of the US?,1
Do n’t you think it’s rude?”,0
This winter we have a concert with the band.,1
"After some answers are presented, one who makes the most outstanding answer wins.",0
I go on my abroad trip at least once or twice a year.,1
What is love; Who understand; So do not sad.,0
"Many Jananese people have never eaten dolphins, so am I, I have never seen that sold at stores.",0
"In Japan, when it is summer, there are a lot of festivals.",1
"translation of the song"" hostage""",1
"Actually, I like writing an essay and composition, however I waver what I should write now.",0
"I am irritated and sad, because we lost the game.",1
But Japan hasn't abandoned nuclear completely.,1
It's the 21st century already.,1
The quality of screen is very bad.,0
"I could see her last few years, but I didn't.",0
"As of now, I flutter because of the E- artist group.",1
The above ones are just what I felt from my experience( not an interview basis).,1
"I was thinking if I will join any gym, if I will take it serious or I´ll get lazy",0
"Almost all Japanese people, especially females, like to eat internal organs of animals.",1
But only memorys are important things remain to the last.,0
What is the difference between before and after?,1
I went to the Café with my friend.,1
"Today, my results were returned.",1
I have ate it a few times because it is very expensive.,1
If only I could be better at the English language I would be very happy.,1
I'm also industrialized. I do not care about waiting but being waited on.,1
The eyestrain is causing them.,1
I think that it could be made a someone who has weak spirit or mental.,0
I feel she is so resolute that almost makes me heartache.,1
So I am full now.,1
I rewrited corrected sentence on my notebook.,0
Psychologically watch can be replaced by' the guy of your dreem'.,0
"By the way, I went to the dentist today.",1
"But, My english is still no good.",0
Are there different expressions?,1
"but studying a new language is very difficult, even if it's English or Korean.",1
The lab life is not exciting more.,0
I was born and grew up in Japan.,1
One of those was FIFA soccer's game.,1
"By the way, I went to a cupcake store today.",1
Today i woke up AM6 this morning and headed to driving school.,0
"I went there with my classmate last weekend, because she just applied for their member.",0
And he presented me some seeds of buckwheat.,0
Her great success is based on her strong willpower.,1
I prefer the flashy things.,1
"Anyway, I've been thinking how to go home without a car.",0
I go to elementary school to do volunteer work.,1
"I will make a short story, non- real",0
"I visited a near waterfall before going to the spa, then I got hurt in the hipbone.",1
I realized that I shouldn't talked to you last night.,1
"You're the person, for whom I continued to wait.",0
"Today, I told everyone about Dutch meal.",0
I'm afraid that I can't speak well,1
"When I wrote my first daily in Japanese yesterday, many Japanese friends responded quickly!",1
It is also so humid in Japanese rainy seson.,0
"My boss said"" What's happen?"" I said"" oversleep...""",0
D. B. Cooper mystery,1
"4, To Hold an Art Event or Art Exhibition",1
"From tomorrow, I will be able to use internet at home.",0
All patients are in good condition.,1
and I bought a trolley.,1
"But sometime, that communication has to spend a hundred time.",0
"I also read a quote when I looked up for write, and I love this sentence.",0
Fouth Day,0
"Yesterday, snow was falling.",1
"Today my wife encouraged us all the game, although we lost the game.",0
"( but one person seemed to be in charge of instruction, like a leader.)",1
It's an interlastring web service.,1
It is to be feared that his fleas moved to my body.,0
"I hope private cars will be more sporty, not only transporter.",1
I have a question!,1
Many companies in the world record great losses.,1
" No,"" Don't touch"","" Don't do that.""",1
The Comic Market is a festival in Japan.,1
Adverbs are used to emphasize amound and degree.,0
The department store was in a neighboring town.,1
Sammy is guinea pig.,0
"At lunch time, she visited us at hospital.",0
"So tomorrow my classes start, and I'm happy about this.",1
past simple/ present perfect/ future s,0
I want to be on autumn leaves!,1
"On my off day, I make this special coffee and enjoy it with milk.",1
I started to study English.,1
There is nobody to help you for your courses.,0
"On a previous trip, we went to New Olins by car too.",1
"My friend, who likes surfing, had to escape from the sea.",1
"For these reasons, it is better to afford scholarships to students in order to keep fairness.",0
"I'll be very happy, if it's right.",0
"In my diary, I am thinking about writing something about:",1
"He told me"" I can't do it, because i don't learn yet"".",0
I hope I can speak English well with him.,1
"He went to see the doctor to know the result, a week ago.",0
two thumbs,1
"We are supporsed to study, not practice for PE festival.",0
"Oh, why' conversation test' wrong??",0
My friends are just because of boredom.,1
"Today is the summer vacation, so I'm happy.",1
"There I may meet famous journalists, and political scientists, sociologists and politicians.",1
"I have watched most of his movies.(́∀`) If you are interested in his movies, please try to see them.",1
I have glasses and contact lenses.,1
I have to study hard...( T _ T),1
I'm looling forward to enjoy this website.,0
I thought we could go to Abel Tasman today.,1
"He said he's working on his thesis, so we set the date on Sunday.",0
"Recently, the consumer electronic in my home often breaks down.",1
"I rarely smoke(I used to be a smoker), but I had a smoke in a while.",0
And we had dinner time after our ordinary meeting.,1
I enjoyed it so much because I was like children.,1
"I also hope that my frieds to call Mom and Dad, do not let them worry ahout us.",0
"Yesterday, I bought shoes, a coat and a skirt in the complex mall at Samsung station.",1
"However, the Kindle is not sold in Japan.",1
to study English. I go to the university library. I meet him.,1
Now It is 2:00AM in tokyo time.,0
I thought I will make meals again.,0
"But nowadays, I and my mother are too busy...",1
I admired myself I did a good decision to book the time at 11:00 when it opens.,0
I belong to the symphony orchestra.,1
They made just a few mistakes.,1
"I hope both countries further advancing strategic bilateral relationship in this opportunity.""",0
"There is a club called"" Studio 74"" in the city where I live, but it isn't like in New York haha",1
I went to game shop with my family to buy Nintendo soft for my youngest son's birthday present.,0
I like this season because it begins warmer and warmer.,0
"In my eyes, English is the hardest subject and I am not doing well.",1
It was located in the south part of England.,1
"I watched NBA for the first time. Moreover, I do not know NBA rules. However, it was very fun.",1
Please correct the sentences below.,1
June 27th,0
He explained that the memory of his phone was limited.,1
Could you tell me how to treat it?,1
How lazy student I am.,0
"Since I'm now a candidate( for a job),",1
KanJi is japanese character and have variety of meanings.,0
"Also, I was impressed with its good taste.",1
Should I try my best to get a doctor?,1
I loved it.,1
"In China, lots of computer users enjoys the benefits of using various of warez.",0
"Now, I'm finding next place to rent.",0
I'm strictly selective whom I'm willing to date!,0
They won us at the football game last week.,0
" Love the earth, it's a very familiar sentence to everyone.",1
I work at a restaurant as a part time job.,1
"You can chat or talk to them on Skype, so I took a Skype account.",1
"Of course I have n’t had cataract yet, but most people become cataract when they get older.",0
Jesse's act is amazing.,0
What do you think about my interpretation?,1
"I have seen the drama"" Friends"" on DVD.",1
The search for food is essence of life.,0
It loses my time and my life.,0
"I feel that's not English sounding, if anything.",1
Today i will introduce my favorate building~ The great wall.,0
Being curious about various things,1
go go go( L),1
How can a person gain a trust without a excellent communication skill in this kind of relation?,0
I thought another reason.,0
They used a sophisticated tech to scan her body and found out the reason of her death.,0
I was thinking to stop taking the class if the job load kept overwhelming me.,0
I will start to write an English blog from now.,1
It's an exercise of no cost.,1
The cherry blossoms will be at their best in a few days.,1
Hero is a zingy boy.,1
I think this sentence has some mistakes but I don't know how to express my mind in English!,1
I read a book that I wanted to read since before.,0
"The toy is piggy, It is so cute.",0
It was a bummer that today was it's maintenance day!,1
I was so glad I could go to the seaside with him.,1
"One day, when my friend went to the opera, she saw an unbelievable scene.",1
They come here to study and to learn about culture.,1
I think I need to introduce myself.,1
but the heat is killing me.....,1
there is little chance of having a check of writing in Japan.,1
This tuesday was first day learning it.,0
"So, I bought it and read.",0
Sometimes I feel that I don't have talent of learning language.,0
My mother is the only Japanese person whom I can hug among Japanese people.,1
I understood to everyone is into playing golf.,0
He made speech in front of many people.,0
It's a really great time and memory.,1
Elevators are stopped and setting of air conditioner is high temperature.,0
The sunshine only continues 2 days.,1
What is the reason for that?,1
Wow! That's great!,1
And here is my transcription:,1
I used to spend my free time watching air of Starcraft.,1
2 nd diary,1
I went to a mall to find his present but I could not decide what is good for him.,0
I was talking with my colleague at the other time.,1
"Now, I'm in trouble with cleaning the house.",1
I hope everybody has a good start and is done for one week.,1
Maybe the managers of these comany didn't understand chinese market at all.,0
April 30th I met them after long time.,0
I want to be careful not to use too much.,1
"When I went to Venice 4 years ago, the sealevel was lower than in those pictures.",1
My university is a private school.,1
Also I could hear his music Bart sings in The Simpson's the other day.,0
that contain korean pronunciation...,1
So I stay my home alone now.,0
"It was not a stupid thing. Everyone must experience something that is what we call"" growing up"".",1
It is not usually so hot at that time of year.,1
He felt happy and bad.,1
I will go to Nagoya for business trip tomorrow.,0
Can you buy something recommended by a Store Sales person strongly?,1
It was a bestseller when I was an elementary school student.,1
I think it's time all people in the world to union together to do something.,0
I don't know that is the reason why I've kept non- smoking.,0
It's very necessary!,1
"As my father was leaving( leaving) the house, the postman arrived( arriving).",1
Extraordinary beauty flowers have bloomed!,0
"(* 1) I have the following sentence from kyuu, but I couldn't understand it.",1
"It's difficult to chose good one, because there are various computer on store.",0
Thanks to people who corrected me and I really appreciate that a lot!,1
The book is manga.,0
But summer fat not good- looking.,0
"However, today, I thought I had reached a deadlock in my experiment.",1
